date,title,content
2019-04-23,Strong earthquake shakes areas north of Philippine capital,"A strong earthquake shook the Philippine capital and outlying provinces Monday, briefly knocking out power, causing boulders to roll down onto a highway, stopping an overhead train service and prompting thousands of people to flee to safety, officials said. The U.S. Geological Survey said the late afternoon quake had a preliminary magnitude of 6.1 and was centred near the northwestern town of Bodega. There were no immediate reports of injuries or widespread damage. Renato Solidum, who heads the government's earthquake institute, said the quake was not strong enough to trigger a tsunami. Gov. Lilia Pineda of Pampanga province, north of Manila, told DZMM radio that an old church was damaged and some boulders rolled down a hill onto a highway and some concrete power posts were also toppled in one town."
2019-04-23,"Philippines: MRT, LRT, PNR operations suspended after Luzon quake","The railway systems in Metro Manila have suspended their operations following a quake that hit Luzon Monday afternoon. ""Upon NDRRMC's advice at around 5:42 p.m. to not resume operations, instructions were relayed to LRT-1, LRT-2, and MRT-3 not to resume operations until further notice,"" DOTr Assistant Secretary for Communications Goddess Hope Libiran said in a text message to reporters. ""Preliminary guidance from NDRRMC is not to resume operations until after a 5-hour observation period based on the risk of aftershocks, based on a similar earthquake in Indonesia,"" she added. The DOTr official further stated that all railway lines of the LRT and MRT have stopped their operations with all passengers unloaded. In its advisory, the MRT-3 management said it has suspended operations effective 5:12 p.m. Monday to assess the status of its structures following the earthquake. ""Our teams are on site to assess all facilities and systems for the effects of the earthquake,"" the MRT advisory read. For its part, LRT-1 operator Light Rail Manila Corporation announced that it is temporarily suspending operations in the whole railway line from Roosevelt to Baclaran. The Light Rail Transit Authority likewise advised passengers that the operations of the LRT-2 will no longer resume tonight to conduct a thorough inspection to ensure the integrity of its structures and systems. Meanwhile, the Philippine National Railways (PNR) has suspended its operations effective at 5:20 p.m. ""We sent scout trains to check tracks, bridges, and structures. We may resume service if tracks are recertified tonight,"" PNR General Manager Junn Magno said in a text message to the Philippine News Agency. The Metropolitan Manila Development Authority has dispatched buses to offer free rides to commuters affected by the suspension of the operations of the LRT and MRT due to the earthquake. The Philippine Institute of Volcanology and Seismology (Phivolcs) reported that a magnitude 6.1 earthquake struck parts of Luzon at around 5:11 p.m. with its epicenter located at 2 kilometers northeast of Castillejos, Zambales. "
2019-04-23,Philippines Struck by Another Powerful Earthquake,"The Philippines was hit by a powerful earthquake on Tuesday afternoon, a day after a deadly tremor hit the north of the country. The earthquake on Tuesday registered a magnitude of 6.4 and was centered in Samar, an island in the central eastern part of the country, the United States Geological Survey said. The location is about 375 miles southeast of the magnitude-6.1 earthquake Monday that killed at least 16 people and shook buildings in Manila, the capital. Rescuers in a town near Manila were still searching on Tuesday for people trapped in a supermarket that collapsed in the Monday quake. At least five people died in the collapsed store, officials said. The Philippines, which sits at the intersection of multiple tectonic plates, sees frequent seismic activity and sometimes deadly earthquakes. Officials from the Philippine Institute of Volcanology and Seismology said the two earthquakes this week did not appear to be connected. Many areas hit by the quake Monday, which was centered about 40 miles northwest of Manila, were still without power a day later. Electricity providers cut off supply to prevent fires while damage was still being assessed. About 120 families were evacuated. Schools and government work in affected areas was suspended to allow for building inspections and rescue work. In Samar, the mayor of the city of Catbalogan, Archie Fuentes, said he saw five houses destroyed. “There were many damaged structures,” Mr. Fuentes said. “Tiles fell off the walls. I called off work today for government offices in the afternoon. We are on a 24-hour alert.” One person was reported to have been injured by falling debris. “People panicked at first,” Mr. Fuentes said over DZBB radio in Manila. “There is still fear as of now.” Col. Michael David, police chief of the coastal city of Tacloban, which was badly damaged by Typhoon Haiyan in 2013, said people there also panicked on Tuesday. The Asian Development Foundation College in the city was damaged, but no one was immediately reported to have been injured. “We have not been hit hard,” Colonel David said. “But people are struggling with fear and trauma as rumors quickly spread of a tsunami.” “Please don’t panic,” he pleaded over local radio. “There is no tsunami alert.” Mr. David said people had evacuated their homes and offices after the initial shaking, but quickly went back. “Right now, we have not noticed anything different from the sea. It is normal,” he said. “We are assessing the damage. The city hall is safe and sound.”"
2019-04-23,DOT: Review travel plans to earthquake-affected areas,"The Department of Tourism (DOT) has encouraged tourists to ""review"" any of their travel plans to the areas affected by the 6.1 magnitude earthquake that jolted parts of Luzon Monday afternoon. ""We ask those planning to visit the affected areas to review their travel plans and allow our authorities to complete their urgent tasks for now,"" said Tourism Undersecretary Benito Bengzon Jr. in a text message sent to the Manila Bulletin. Bengzon said that the tourism department is coordinating with other government agencies that are involved in the response operations. ""At the moment, our main priority is to coordinate with other government agencies that are still involved in the search and rescue [operations],"" said Bengzon. Bengzon also expressed their ""deepest sympathies to the families of the victims of the recent earthquake."" According to the Philippine Institute of Volcanology and Seismology (Phivolcs), the earthquake hit parts of Luzon at around 5:11 p.m. on Monday with its epicenter in Castillejos, Zambales. The Philvolcs said that Intensity 5 was felt in San Felipe, Zambales; Malolos City and Obando, Bulacan; Quezon City; Lipa, Batangas; Manila; Abucay, Bataan; Valenzuela City; and Magalang, Pampanga. Intensity 5 was described as ""strong"" and ""generally felt by most people indoors or outdoors."" A state of calamity has already been declared in Pampanga as several structures were damaged by the quake. The death toll has now climbed to 11."
2019-04-23,Employers vow to establish post-earthquake protocols,"The Employers' Confederation of the Philippines (ECOP) on Tuesday said it will make the establishment of ""post-earthquake safety protocols"" a priority agenda when members convene for the National Conference of Employers (NCE) this May. ECOP Chair Emeritus Francis Chua, in a reaction to organized labor's call for employers to ensure that office buildings are inspected and rendered structurally sound before letting their employees return to work after an earthquake, told the Philippine News Agency that this ""point is well taken."" But ""we need to convene, and make this (new safety protocols) as one of our priority agenda in our NCE this May,"" Chua said. Chua admits that ECOP as an organization does not have protocols that automatically kick-in in the aftermath of a disaster ""because the government is doing a great job."" He added, however, that individual companies may have their own disaster response policies on a case to case basis. ""Our directors and members always help employees affected by earthquakes and other disasters,"" he explained. The Trade Union Congress of the Philippines (TUCP) made the call after a magnitude 6.1 earthquake rocked parts of Luzon on Monday, shortly after 5:11 p.m., leaving at least 14 dead in Porac and Lubao towns of Pampanga. The quake, also felt in Metro Manila, caused thousands of private and public sector employees to hastily evacuate their offices and sought safety in open spaces. TUCP officials said Tuesday that they are acting on reports from workers and employees, who were not evacuated but instead were ordered to report back for work despite the dangers in the immediate aftermath of the quake. This may be construed as a form of abuse due to perils posed to the employees' health and safety, the union officials added. ECOP, formed in September 1975, and envisioned as the voice of Philippine employers on labor and social policy towards the pursuit of national development, will convene its members for the 40th NCE, with theme ""Future Proofing Business and Industry"" at the Marriott Grand Ballroom from May 28 to 29."
2019-04-23,Massive 6.6 magnitude earthquake strikes Philippines days after tremor killed 11,"ANOTHER massive earthquake as struck the Philippines days after a fatal tremor killed 11 in the island nation. The Philippines was hit by the latest quake at a depth of 10km close to the island of Samar, the third largest in the archipelago, at around 1.30pm local time. Pictures show roads have cracked and there some damage to building following the tremor. Witnesses have reported feeling ""violent shaking"" and suffering power outages in the quake. It comes little over 24 hours after a 6.1 tremor struck the main Philippines island of Luzon. At least 11 people were killed and dozens remain missing as the tremor collapsed buildings. CRACKED: Roads have been broken in the latest quake in the Samar. COLLAPSED: Rubble tumbles from buildings in the Philippines  Witness Pictures shared on social media shows sprawling cracks going across roads on Samar. And videos reveal people fleeing buildings in panic following the quake. Other pictures show rubble tumbled from the top buildings, and ceramics in people's homes shattered. There is no tsunami warning in place, with the epicentre of the quake being inland. EARTHQUAKE: It is the second quake to strike the Philippines. Other pictures show the windows have exploded on a McDonalds and tiling has fallen off walls in an apartment block. One witness said: ""I just got inside our car in the parking area of the university when it started shaking. I thought somebody was making fun of me by shaking my car."" Another added: ""Me and my boyfriend were standing inside the mall grounds when we suddenly felt a strong shake almost making us dizzy."" Others went on ""woke up as whole of building bending, I ran outside and everyone was already out"" and ""it was so scary, we thought this is the big one"". SHATTERED: Windows exploded on a McDonalds in the Philippines. SMASHED: Tiles fall off the wall following the earthquake in the Philippines. Philippine rescuers are continuing to search of survivors in the wreckages of buildings which collapsed during the previous quake near Manila. The worst of the damage was in the province of Pampanga, where most the 11 deaths happened. Emergency services are now working to contact isolated villages which have been cut-off from contact due to power outages. Over 400 aftershocks have been registered since the initial quake. Related articles Mysterious 'new satellite' detected in Earth's orbit, claims Russia 'Masked acid attacker' feared to be using Keith Flint hate mail to taunt victims 'Vampire killer' stabbed woman to death leaving her neck covered with bite marks."
2019-04-23,Philippines: 'Overworked' Duterte skips Boao Forum,"President Rodrigo Duterte will not be attending the BOAO Forum for Asia (BFA) because he is not feeling well, Malacańang said on Monday. Presidential Spokesperson Salvador Panelo said the President opted to skip the forum in Shangri-La at the Fort, Taguig City to take a break from his punishing schedule including campaign sorties. He is not feeling well due to his punishing schedule and successive campaign sorties, Panelo said in a message to reporters. Yup that's the reason. Overworked, he added. During PDP-Laban's most recent campaign sortie in Agusan del Norte on Sunday (April 21) night, the President's speech lasted for over two hours. Panelo has repeatedly assured the public that there is no cause for worry about the President's health since he puts a break to his activities if he feels his body is not up to it. He, meanwhile, said the President was in his home in Davao City when the earthquake struck. Philippine Institute of Volcanology and Seismology (Phivolcs) earlier reported a magnitude 6.1 earthquake which rocked parts of Luzon, including Metro Manila late Monday afternoon. Government personnel staying in Malacańang, including Panelo and Presidential Communications Operations Office (PCOO) Secretary Martin Andanar, were among those who rushed out of the building at the time of the quake. The BOAO Forum for Asia (BFA) aims to promote regional economic integration and bring Asian countries even closer to their development goals. This year, the Philippines will play host to the 2019 Boao Forum for Asia Manila Conference under the initiative of House Speaker Gloria Macapagal-Arroyo. - PNA"
2019-04-23,Philippines: Magnitude 6.1 quake kills 5 in Pampanga,"Five persons were confirmed to have died in this province as a result of a powerful earthquake on Monday. The Philippine Institute of Volcanology and Seismology traced the epicenter of the 6.1-magnitude temblor in Castillejos, Zambales. Based on the latest report from the Pampanga Provincial Disaster and Risk Reduction and Management Council (PDRRMC), three of the fatalities were trapped inside the Chuzon Supermarket in Porac town while the two others were hit by a collapsed wall in Barangay Sta. Cruz, Lubao town, both in this province. Governor Lilia Pineda said the identities of the fatalities are still being verified. She said 20 persons have so far been rescued from the collapsed supermarket and brought to the nearest hospital. ""There is ongoing rescue operation in the area,"" she said. The PDRRMC report said there are still some 35 persons believed to be trapped in the collapsed supermarket. Pineda appealed to the Department of Public Works and Highways to send more cranes to be utilized for the rescue operation."
2019-04-23,Phivolcs: More than 400 aftershocks after magnitude 6.1 Luzon quake,"More than 400 aftershocks have been recorded thus far after Luzon was jolted by a magnitude 6.1 earthquake on Monday, the Philippine Institute of Volcanology and Seismology reported on Tuesday morning.  According to a GMA News report, Phivolcs said 406 aftershocks were recorded as of 7 a.m.  Tuesday following the tremor that hit Luzon and swayed buildings in Metro Manila. ""Of this number, 62 were plotted and eight were felt,"" the report said.  Authorities say that as of mid-morning on Monday, 11 people have been confirmed dead in the aftermath of the earthquake. This is a developing story."
2019-04-24,Philippine government assures assistance for quake-affected Filipinos,"The Philippine government on Wednesday assured Filipinos affected by two strong back-to-back earthquakes that it was ""on top of the situation"" and ready to provide assistance to all. At least 16 people were killed, more than 80 were injured and 14 were still missing after the first quake jolted the country's north on Monday. The magnitude-6.1 tremor was the strongest to be felt in capital Manila in years. On Tuesday, a magnitude-6.5 earthquake rattled the eastern Philippines, injuring 10 people, according to the national disaster relief agency. ""We assure our people that the government is on top of the situation and we are ready to respond anywhere and anytime,"" presidential spokesman Salvador Panelo said. ""Concerned disaster agencies of the government, including those involved in the provision of basic and health services, are now working round the clock to ensure government service delivery remains unhampered,"" he added. In Pampanga province, the worst-hit area, rescuers were continuing to dig through the rubble of a four-storey supermarket building in Porac town, 83 kilometres north of Manila, despite fading hopes of finding survivors. Fourteen people were still reported missing from the collapse of the supermarket, but authorities said rescuers were no longer hearing sounds from the rubble. The nearby Clark International Airport was scheduled to re-open on Wednesday afternoon. It was forced to shut down operations after its ceiling crashed and cracks were reported on its towers following the quake."
2019-04-24,Philippines: Employers vow to establish post-earthquake protocols,"The Employers' Confederation of the Philippines (ECOP) on Tuesday said it will make the establishment of post-earthquake safety protocols a priority agenda when members convene for the National Conference of Employers (NCE) this May. ECOP Chair Emeritus Francis Chua, in a reaction to organized labor's call for employers to ensure that office buildings are inspected and rendered structurally sound before letting their employees return to work after an earthquake, told the Philippine News Agency - PNA that this ""point is well taken."" But we need to convene, and make this (new safety protocols) as one of our priority agenda in our NCE this May, Chua said. Chua admits that ECOP as an organization does not have protocols that automatically kick-in in the aftermath of a disaster because the government is doing a great job."" He added, however, that individual companies may have their own disaster response policies on a case to case basis. ""Our directors and members always help employees affected by earthquakes and other disasters, he explained. The Trade Union Congress of the Philippines (TUCP) made the call after a magnitude 6.1 earthquake rocked parts of Luzon on Monday, shortly after 5:11 p.m., leaving at least 14 dead in Porac and Lubao towns of Pampanga. The quake, also felt in Metro Manila, caused thousands of private and public sector employees to hastily evacuate their offices and sought safety in open spaces. TUCP officials said Tuesday that they are acting on reports from workers and employees, who were not evacuated but instead were ordered to report back for work despite the dangers in the immediate aftermath of the quake. This may be construed as a form of abuse due to perils posed to the employees' health and safety, the union officials added. ECOP, formed in September 1975, and envisioned as the voice of Philippine employers on labor and social policy towards the pursuit of national development, will convene its members for the 40th NCE, with theme Future Proofing Business and Industry at the Marriott Grand Ballroom from May 28 to 29."
2019-04-24,Naia chief Monreal tells airlines to help public in post-quake travel disruptions,"THE chief of the premier gateway on Tuesday warned commercial carriers not to arbitrarily delay or cancel flights in the wake of the 6.1-magnitude earthquake that damaged the Clark International Airport terminal building. In a statement, Ninoy Aquino International Airport (Naia) General Manager Ed Monreal warned airline companies 'not to take advantage of yesterday's [April 22] earthquake to arbitrarily delay or cancel flights.' Airlines should not burden the public with the inconvenience that may result from the disruption of the passengers' travel plans. Monreal's warning followed reports that Philippine Airlines and Cebu Pacific canceled outbound and inbound flights to and from Clark, where the terminal passenger was heavily damaged by the temblor. Clark authorities said 104 flights were canceled on Tuesday, and 14 flights were canceled on Monday just after the earthquake. Monreal said there was no damage to the Naia runway and taxiways, as well as the passenger terminal buildings. He made the announcement after several teams fanned out to inspect 'every nook and cranny' of the four terminals and found no damage whatsoever. Monreal directed his operations team to admit flights that cannot be accommodated in Clark following SOPs (standard operating procedure) in slotting in coordination with the Civil Aeronautics Board (CAB) and the Civil Aviation Authority of the Philippines (Caap) for an orderly landing, parking and take-off. Monreal said this will also allow them to properly assign the use of aerobridges, baggage carousels and check-in counters. He also strongly urged airlines to ensure the availability of shuttle buses to ferry passengers from Manila to Clark. Monreal assured the public that 'it is business as usual' for passengers using the Naia terminal, and there should be no cause for alarm following Monday's earthquake. Meanwhile, Philippine Airlines said its has canceled its flight to Clark from Manila and another flight from Davao to Clark. The carrier advises affected passengers to rebook or reroute within 30 days from the original flight date. Cebu Pacific (CEB) announced that flight 5J 538 (Singapore to Clark) was diverted to the Naia due to damage caused by the earthquake at the Clark airport. The flight landed safely in Naia Terminal 3 at 8:15 p.m. on Monday. All the passengers were bussed to Clark. CEB said in a statement that passengers on canceled flights at Clark may ride these buses to the Naia Terminal 3 and opt to fly out on Cebu Pacific flights from Manila."
2019-04-24,Another Earthquake Strikes Philippines,"he Philippines was hit by a powerful earthquake on Tuesday afternoon, a day after a deadly tremor hit the north of the country. The earthquake on Tuesday registered a magnitude of 6.4 and was centered in Samar, an island in the central eastern part of the country, the United States Geological Survey said.    The location is about 375 miles southeast of the magnitude-6.1 earthquake Monday that killed at least 16 people and shook buildings in Manila, the capital.   Rescuers in a town near Manila were still searching on Tuesday for people trapped in a supermarket that collapsed in the Monday quake. At least five people died in the collapsed store, officials said.   The Philippines, which sits at the intersection of multiple tectonic plates, sees frequent seismic activity and sometimes deadly earthquakes. Officials from the Philippine Institute of Volcanology and Seismology said the two earthquakes this week did not appear to be connected.   Many areas hit by the quake Monday, which was centered about 40 miles northwest of Manila, were still without power a day later. Electricity providers cut off supply to prevent fires while damage was still being assessed.   About 120 families were evacuated. Schools and government work in affected areas was suspended to allow for building inspections and rescue work.   In Samar, the mayor of the city of Catbalogan, Archie Fuentes, said he saw five houses destroyed.   ''There were many damaged structures,'' Mr. Fuentes said. ''Tiles fell off the walls. I called off work today for government offices in the afternoon. We are on a 24-hour alert.''   One person was reported to have been injured by falling debris.   ''People panicked at first,'' Mr. Fuentes said over DZBB radio in Manila. ''There is still fear as of now.''   Col. Michael David, police chief of the coastal city of Tacloban, which was badly damaged by Typhoon Haiyan in 2013, said people there also panicked on Tuesday. The Asian Development Foundation College in the city was damaged, but no one was immediately reported to have been injured.   ''We have not been hit hard,'' Colonel David said. ''But people are struggling with fear and trauma as rumors quickly spread of a tsunami.''   ''Please don't panic,'' he pleaded over local radio. ''There is no tsunami alert.''   Mr. David said people had evacuated their homes and offices after the initial shaking, but quickly went back.   ''Right now, we have not noticed anything different from the sea. It is normal,'' he said. ''We are assessing the damage. The city hall is safe and sound.''"
2019-04-25,Clark airport reopens after quake causes P30-M damage,"THE Clark International Airport has sustained P30 million worth of infrastructure damage from Monday's quake, but the government was able to fully resume the air hub's operations on Wednesday afternoon. After announcing the airport could only accommodate 'partial operations' on Tuesday, the government decided to fully open Clark at 4 p.m. on Wednesday, as it claimed to have successfully repaired the damaged areas of the old passenger-terminal building. 'Clark airport is business as usual, from counters to manifest to boarding gates,' said Jaime Melo, Clark International Airport Corp. president, on Wednesday. He noted this was made possible as his group immediately started the clearing operations and repairs the morning after the 6.1-magnitude quake. The government reported the quake caused parts of the terminal's buildings to collapse. Power, flight information systems and CCTVs have been fully restored in time for the resumption of flights. On Tuesday evening, cargo carriers FedEx and UPS already serviced flights via Clark. Libiran noted there are still areas that need to be repaired, and finishing these could take 'a month' from today. Meanwhile, four-star carrier Philippine Airlines (Pal) on Wednesday announced that it is resuming flights to Clark International Airport (CIA) following a two-day closure of the airport terminal building slightly damaged by the Monday earthquake 'Philippine Airlines is pleased to resume all flights to and from Clark International Airport starting April 25, 2019, following the decision to reopen for full normal operations,' PAL said in a statement. CIA, which serves as an alternative to Manila's Ninoy Aquino International Airport, announced it would reopen on Wednesday. Following the resumption of flights, PAL announced the resumption of about a dozen local and international flights originating from Clark. PAL said Clark aviation authorities advised passengers to check flight status from the respective airlines. Meanwhile, due to operational limitations, Cebu Pacific (CEB) announced the cancellation of flights to and from Puerto Princesa, Bacolod, Tacloban, Davao, Zamboanga, Dumaguete, Iloilo, Butuan and Cagayan de Oro. 'We apologize for this inconvenience. Rest assured, we are working towards recovery of our operations as soon as possible,' the CEB said in a statement. CEB said affected passengers are being notified via e-mail or text message. 'Passengers on canceled flights may take any of the following options: Rebook their flights for travel within 30 days from original departure date, free of charge; get a full refund; place the full cost of the ticket in a Travel Fund; or reroute to or from alternate airports for travel within 30 days, subject to availability of seats. In addition, passengers on canceled flights will receive a round-trip travel voucher, which they can redeem for future flights, the airline said."
2019-04-25,"PNP eyes raps vs Porac execs, supermarket owner","Charges could be filed against local officials of Porac, Pampanga and the owner of a supermarket that collapsed during a strong earthquake last Monday, Philippine National Police (PNP) chief Gen. Oscar Albayalde said yesterday.  He said Samuel Chu, owner of the four-story Chuzon Supermarket in Porac, could face a civil suit after at least 12 people died in the incident. Chu and local officials who issued the building permits could face criminal charges for reckless imprudence resulting in multiple homicide and physical injuries if there is substantial evidence to prove that the supermarket was constructed using substandard materials.  Albayalde said Porac officials who issued the permits to the supermarket might have violated the Building Code. He clarified that probers of the PNP Criminal Investigation and Detection Group (CIDG) are still gathering statements from survivors and relatives of the dead as well as documents related to the supermarket's construction.  ""We will file a case once we get all the statements of those who are interested to file,"" Albayalde said. He said they are also waiting for the assessment of engineers from the Department of Public Works and Highways (DPWH).  The PNP has activated search and rescue teams to assist in rescue operations in Porac, Pampanga. Maj.  Gen. Ma-O Aplasca, PNP director for operations, ordered the deployment of teams from the National Capital Region Police Office, Special Action Force, Maritime Group, Crime Laboratory Ilocos Region police to assist in search and rescue.  National Disaster Risk Reduction and Management Council (NDRRMC) spokesman Edgar Posadas said that as of yesterday, there was no sign of life underneath the rubble. ""We are still on search and rescue operations as we have yet to account for the 14 individuals who were reported missing,"" Posadas said.  He said search and rescue continuefloor to floor, starting from the rooftop of the establishment. The operations, he added, will continue until the last areas where these missing individuals could possibly be found have been thoroughly searched.  ""We Filipinos never say die. What's important for us now  good or bad  is to returnthe missing individuals to their respective families,"" Posadas.  He added that for now, all they could hope for is that the missing 14 were somewhere else and not inside the supermarket when the quake struck. Five persons died while nine others were rescued from the Chozun Supermarket, where 86 others sustained injuries.  As of yesterday, the NDRRMC reported that 542 houses, 142 of them totalled, were damaged by the magnitude 6.1 quake that jolted Central Luzon, specifically Pampanga, Bataan and Zambales provinces.  The quake also affected 1,203 families or 4,991 individuals in the affected cities and towns in Central Luzon. In Samar, 21 persons were injured when a magnitude 6. 5 quake shook the province Tuesday. The strong tremor also affected 68 families or 272 persons from 13 villages in Eastern Samar.  The quake also damaged 67 houses, four of which were totally destroyed, the NDRRMC, in an updated report said. Damaged bridges  Public Works Secretary Mark Villar said that three bridges, including the Guadalupe Bridge in Makati City, sustained minor cracks as a result of the magnitude 6. 1 earthquake last Monday. In a statement, Villar said that they have so far inspected 275 national bridges, flyovers and viaducts in Metro Manila wherein they noted three bridges to have sustained minor damage.  The Guadalupe Bridge had a crack on the girder while the Tenejeros and Tanza bridges both in Malabon City suffered minor cracks at the railings. But the DPWH explained that the Guadalupe Bridge is already being prepared for major retrofitting under the department's Unified Project Management Office.  Tanza Bridge will undergo a second stage inspection while the minor damage on Tenejeros Bridge does not require immediate repair since the railings do not carry load. The DPWH had also inspected 452 school buildings and 142 other public buildings in the metropolis.  A total of 53 school buildings in Metro Manila have minor damage, mostly cracks on walls, columns, beams and ceiling, but three school buildings in Las Piaas were recommended for immediate structural evaluation. The DPWH identified one of the schools as the Las Piaas National High School (M.  Villar Building) that reportedly sustained large cracks on the corridor wall and flooring from the second to third floor. Cracks were also seen at the separation of the wall from beam to column.  The other schools are the Las Piaas North National High School (Department of Education [DepEd] Building) found with multiple major cracks and wall near the stairs while the Captain Albert Aguilar (CAA) National High School High School (Annex Building) had major cracks from ground floor to the second floor. Villar said they are coordinating with DepEd for the restoration especially of structures with major damage.  DPWH-National Capital Region director Ador Canlas yesterday said that based on their ongoing assessment of national roads and bridges, Metro Manila sustained minor damage and only had ""minimal impact"" from the tremor last Monday. Immediately after the quake, the department deployed rapid assessment teams to check on the condition of the national roads and bridges in the metropolis.  The DPWH also has an ongoing retrofitting program of bridges that helps strengthen these structures and ensure that they would be able to withstand strong earthquakes. On the leaning building of the Emilio Aguinaldo College (EAC) in Ermita, Manila, Canlas said there is a composite team conducting further investigation into the condition of the structure.  Immediately after seeing posts in social media that the EAC building along San Marcelino Street was leaning on another building, they sent a rapid assessment team and closed it off to students. As to reports that parts of Metro Manila are prone to liquefaction, Canlas said that there are hazard maps, even those that pinpoint the areas prone to liquefaction, that are with the Philippine Institute of Volcanology and Seismology (Phivolcs) and the Department of Environment and Natural Resources (DENR).  But he believes that even if there are areas prone to liquefaction, there are remedies that would improve a building's resiliency against strong earthquakes. ""As far as I know, there are building designs that have provisions for liquefaction factor, seismic factor and others. "" The Trade Union Congress of the Philippines (TUCP) pushed for the adoption of a new policy to protect workers during earthquake and other calamities. TUCP president Raymond Mendoza said there are no existing government standards that address workplace safety and health during emergency situations such as earthquake, fire and other disasters.  Mendoza said mandatory workplace emergency protocol standards are necessary after the recent earthquake showed that many employers refused to evacuate their employees and maintained a business as usual attitude. He said some companies adopt their own evacuation protocols and hire safety officers and implement safety evacuation plans voluntarily, but many firms do not have or are even unaware of such employee evacuation procedures.  The Act Strengthening Compliance With Occupational Safety and Health Standards and Providing Penaltiesmandates employers and contractors to provide a safe and healthy workplace. However, Mendoza said there's still a need to craft specific implementing rules and regulations of the law that governs this emergency scenario such as earthquakes.  Reelectionist Sen. Sonny Angara renewed his call to make disaster risk education mandatory in the curriculum of primary schools to improve the young learners' understanding of preparedness and response, as well as hone their readiness in dealing with natural calamities to foster a culture of preparedness among Filipinos.  ""Since we live in a country where earthquakes and typhoons are very common, it is imperative that every Filipino is equipped with the basic understanding and knowledge of disaster preparedness and response,"" Angara said. ""We can start by teaching our children how to prepare for and respond to different types of calamities.  We have to produce a generation that knows how to deal with threats posed by natural disasters and climate change,"" said Angara. Angara's proposal to require disaster awareness and mitigation education in primary schools formed part of Senate Bill 1994 which he filed last year.  The bill primarily seeks to create the Department of Disaster Resilience  a single, independent and permanent government agency devoted to disaster management. Bataan Rep.  Geraldine Roman, chair of the House committee on disaster management, called on the Senate to hasten approval of their long-approved bill that seeks the creation of a Department ofDisaster Resilience (DDR), especially after a series of major earthquakes hit the country. ""There is no need to further explain why we need this department now,"" Roman said in reference to House Bill 8165 establishing the DDR.  ""I strongly advocate for the speedy passage of HB 8165, the bill creating the DDR,"" she said of the measure that has been approved in plenary in 2018 with a vote of 181-5 and two abstentions. ""This bill has already been approved by the House. "" She likewise called on ""all government departments, offices and officials concerned to conduct inspections in all affected areas without delay."" The Philippine Charity Sweepstakes Office (PCSO) will provide a calamity fund for Pampanga to help residents affected by the tremor.  Sandra Cam, member of the PCSO board of directors, said the amount of calamity funds they will allocate will be determined after the conduct of an assessment. Cam and a team of PCSO officers went to Porac, Pampanga the other day to inspect the damage caused by the quake."
2019-04-26,"Philippines : Phivolcs, reminds of the misunderstanding of earthquakes","The Philippine Institute of Volcanology and Seismology (PHIVOLCS-DOST) reminds the public against the erroneous information following the magnitude 6.1 earthquake in different parts of Luzon Monday afternoon and magnitude 6.5 earthquake in several Visayas areas Tuesday. In their Facebook post , Phivolcs was uncovered that they did not give a prediction of the earthquake. It is said, there is no worldwide technology that can provide information when it comes to a powerful earthquake. However, however, Phivolcs has assured that they will keep track of the areas of the earthquake to provide adequate warnings based on available data, especially if there is an unusual occurrence in these areas. The agency called on the public not to send or inflate any information that could further bring fear and anxiety to readers in the wrong post. Urged to Phivolcs the only people to visit their website and social media accounts for proper information. Malacaang also called on the public not to erase misleading information on social media to bring alarms, fears and anxieties to the people, but said the cooperation and cooperation of all were necessary. According to Presidential Spokesman Salvador Panelo by Phivolcs, monitoring the Palace earthquake that hit various areas of the country. The government is assuring that relevant agencies are able to respond and help those affected by the earthquake. The staff of the National Disaster Risk Reduction and Management Council (NDRRMC), the Office of Civil Defense (OCD), the Philippine National Police (PNP) and the affected local governments are working together. Panelo added that the Department of Transportation (DOTr) and the  Department of Energy (DOE) have been alerted to address the problems of transportation and electricity supply."
2019-04-26,Stronger building code needed – Enrile,"FORMER Senate president Juan Ponce Enrile has raised the need to establish a strong building code following the earthquakes that hit Metro Manila, Central Luzon, and Eastern Visayas this week. The Puwersa ng Masang Pilipino (PMP) Senate candidate said the recent tremors were a wake-up call for Filipinos that the country is within the earthquake belt. ""We need to estab2lish a rigid building code that will be enforced rigidly as well. It's time to do this because it is an emergent problem and it is a necessity to protect the people,"" Enrile said as he concluded his northern Luzon campaign sortie in Nueva Ecija. ""I commiserate with the people affected by the last earthquake that happened in Metro Manila and in Central Luzon, especially in Pampanga,"" he added. Enrile, who is seeking a fifth term in the Senate, warned that buildings and other infrastructure might collapse if the ""Big One,"" a huge earthquake that the Philippine Institute of Volcanology and Seismology has warned about, occurs. ""We must prepare for it, and one of the preparations that we should make right now, not tomorrow, is to establish a strong building code that can meet any kind of earthquake. I think this is a wake-up call for us to realize that we are within the so-called earthquake belt of this planet and we have to accept that,"" Enrile said. He noted that the deadly impact of recent tremors should be a warning and prompt the people to prepare for stronger earthquakes especially in Metro Manila."
